"","qtr","time","ydstogo","yardline_100","posteam_score","defteam_score","go_boost","wp","wp_fail","wp_succeed","wp_change","fg_make_prob","miss_fg_wp","make_fg_wp","punt_wp","score_diff","go"
"1",4,"01:12",1,37,20,19,13.0502710808528,0.825272500514984,0.654310702341088,0.999516138976314,0.345205436635226,0.628402147194259,0.631687998771667,0.848200425505638,0.744247235810248,1,0
"2",4,"01:59",10,75,27,20,-6.65062668968639,0.952331483364105,0.69494920883987,0.980668770677059,0.285719561837189,0,0.669169843196869,0.967610340565443,0.837540420572882,7,0
"3",4,"01:40",9,42,27,23,1.07834815952067,0.923098206520081,0.767462517900021,0.99954262135716,0.232080103457139,0.357168623978301,0.747912764549255,0.926222570240498,0.830034398722798,4,0
"4",4,"02:00",5,42,9,3,0.519455726072626,0.950610041618347,0.730059933871608,0.979884188968084,0.249824255096475,0.357168623978301,0.70233166217804,0.948498547077179,0.82487669217695,6,0
"5",4,"01:27",10,51,30,27,-3.75735356679324,0.926497757434845,0.729888621754364,0.999665840905334,0.269777219150971,0,0.66456001996994,0.902476288378239,0.847476410356027,3,0
"6",4,"00:38",15,56,30,27,-8.34300635228576,0.932950556278229,0.791219665425996,0.999930887430757,0.208711222004761,0,0.674788117408752,0.956060752272606,0.909106537644358,3,0
"7",4,"01:14",12,57,17,13,-8.3040218244857,0.926818668842316,0.627261754290375,0.999855099034485,0.37259334474411,0,0.564401805400848,0.919007621705532,0.783601490106074,4,0
"8",4,"02:00",21,90,23,16,-8.71441550851526,0.92165857553482,0.771819301408622,1,0.228180698591378,0,0.736656934022903,0.985380572266877,0.876319984675239,7,0
"9",4,"02:00",16,18,22,20,-4.15289937899049,0.909895718097687,0.730683953873777,0.976890243273668,0.246206289399891,0.90404266883918,0.693570107221603,0.825127243995667,NA,2,0
"10",4,"02:00",21,23,22,20,-6.9602479995724,0.901296496391296,0.715365264611718,0.980163761414306,0.264798496802588,0.839975583098696,0.673862546682358,0.825127243995667,NA,2,0
"11",4,"02:06",1,74,27,21,2.26865880909578,0.926847219467163,0.780709119324637,0.985625197380847,0.204916078056211,0,0.759643584489822,0.979728005826473,0.896946635737745,6,0
"12",4,"01:15",3,31,10,7,2.67653089724738,0.934114813804626,0.738043803450163,0.999497091113707,0.261453287663544,0.684336829046842,0.716583281755447,0.866466015577316,0.846111102640329,3,0
"13",4,"01:15",8,36,10,7,-1.11472587636184,0.940802812576294,0.724770687339134,0.999572120766933,0.274801433427799,0.56574063997748,0.693420112133026,0.866466015577316,0.834264208543094,3,0
"14",4,"02:08",7,35,16,11,0.220275172911533,0.897182583808899,0.758399415583813,0.972750246993112,0.214350831409299,0.591543406373764,0.726535260677338,0.929760530591011,0.823102919293119,5,0
"15",4,"01:20",9,39,21,20,-0.969368041635121,0.862007260322571,0.608427753928584,0.998583739438044,0.390155985509461,0.528108806340893,0.592295438051224,0.833579540252686,0.732981580001652,1,0
"16",4,"01:50",10,88,27,20,-4.53684139181506,0.954728245735168,0.760881981998808,0.985303629793231,0.224421647794423,0,0.74720910191536,0.978264236822724,0.867608011432909,7,0
"17",4,"01:16",2,67,17,16,8.8704795995184,0.830238282680511,0.460936393047177,1,0.539063606952823,0,0.424220621585846,0.843595758080482,0.679191156487965,1,0
"18",4,"01:37",5,58,24,19,-1.61079202451796,0.937768757343292,0.68805398518765,0.981382144848792,0.293328159661143,0,0.642993360757828,0.939499333500862,0.831288008596287,5,0
"19",4,"01:52",8,63,20,17,-2.80939083806431,0.840696632862091,0.539572139036529,0.999751797004726,0.460179657968196,0,0.5020592212677,0.848513886332512,0.723822867002354,3,0
"20",4,"02:00",15,91,14,7,-7.2924884215078,0.92234867811203,0.767714959886607,1,0.232285040113392,0,0.740688472986221,0.986257066018879,0.876151021466997,7,0
"21",4,"02:00",5,15,32,30,0.877097665656756,0.889448821544647,0.671021916785768,0.993853437629614,0.322831520843845,0.93022279717482,0.660106718540192,0.806726530194283,NA,2,0
"22",4,"01:14",3,30,16,14,5.75730721946472,0.897324621677399,0.746088954499453,0.999533995004636,0.253445040505183,0.705362308984122,0.72176867723465,0.873147919774055,NA,2,0
"23",4,"01:59",8,74,19,13,-4.54284775356276,0.940338551998138,0.648033071480531,0.972532079054891,0.32449900757436,0,0.611328512430191,0.959408242255449,0.811359007957091,6,0
"24",4,"01:00",4,40,26,24,2.59977130154631,0.928876161575317,0.780383270735919,0.999725668640599,0.21934239790468,0.408786320755282,0.754416778683662,0.915197230875492,0.866418822108148,2,0
"25",4,"01:00",9,45,26,24,-1.43024601316839,0.930409848690033,0.768179186624881,0.999302123215086,0.231122936590206,0,0.696931511163712,0.915197230875492,0.861038567507808,2,0
"26",4,"02:38",15,71,30,24,-6.58416326671648,0.813416302204132,0.752860748651536,0.954687622577695,0.201826873926159,0,0.701069593429565,0.952225226908922,0.852227201598131,6,0
"27",4,"01:49",2,72,38,34,5.60943172306417,0.840153872966766,0.553884257754672,1,0.446115742245328,0,0.511267066001892,0.909518606960773,0.746692322395094,4,0
"28",4,"01:08",4,84,17,14,2.07251447943663,0.846192896366119,0.351918819608892,1,0.648081180391107,0,0.32245534658432,0.850447595119476,0.620116143072416,3,0
"29",4,"01:55",8,83,34,31,-4.66946838858563,0.785834550857544,0.504829908407243,1,0.495170091592757,0,0.47816675901413,0.88938095420599,0.728026728605333,3,0
"30",4,"02:00",13,41,20,17,-0.82930689114129,0.839292347431183,0.719412269975221,0.999142527398725,0.279730257423503,0.38288406169054,0.691049307584763,0.877323776483536,0.777881557403662,3,0
"31",4,"02:35",12,56,16,10,-5.33671145502348,0.871298015117645,0.752132445258513,0.953300524292568,0.201168079034055,0,0.714620918035507,0.944291163235903,0.848554295992239,6,0
"32",4,"01:41",12,77,12,7,-10.3985757535527,0.920507311820984,0.564782291000434,1,0.435217708999566,0,0.528917044401169,0.936602234840393,0.761100546206958,5,0
"33",4,"01:14",12,63,24,21,-6.50917403872454,0.886564910411835,0.69610303519161,0.999875835754506,0.303772800562896,0,0.651771426200867,0.923207886517048,0.836507671725071,3,0
"34",4,"03:59",2,2,31,29,0.938731033181461,0.836771070957184,0.730183270098369,0.95727447565277,0.2270912055544,0.990081558384322,0.702833652496338,0.827648162841797,NA,2,0
"35",4,"02:00",2,47,31,26,4.55559673977659,0.915436744689941,0.786900586933146,0.999919373138242,0.213018786205095,0,0.748718053102493,0.957580678164959,0.869945020586782,5,1
"36",4,"00:54",6,60,20,15,-4.37428855320672,0.954244434833527,0.766333550822489,0.999993129647981,0.233659578825493,0,0.731551557779312,0.976271357387304,0.903621611300045,5,0
"37",4,"01:16",18,60,30,27,-12.0591727741585,0.912167608737946,0.615384925508669,0.999849063913211,0.384464138404542,0,0.536842733621597,0.864895418286324,0.781624566782046,3,0
"38",4,"01:49",15,18,26,21,-11.0708251820003,0.954854071140289,0.694438339744137,0.974543403556381,0.280105063812244,0.903534548607869,0.655308037996292,0.867489203810692,NA,5,0
"39",4,"00:55",3,61,16,14,-2.55844404903572,0.887778997421265,0.564111078518736,0.99991807337697,0.435806994858234,0,0.518571764230728,0.91753426194191,0.810006226038863,2,0
"40",4,"00:53",1,71,20,16,5.37593897096229,0.94024783372879,0.567915346801998,1,0.432084653198002,0,0.490805447101593,0.951624311506748,0.819991577825215,4,0
"41",4,"01:39",1,58,33,31,18.2686373622731,0.858846783638,0.548292299463112,0.999971213443775,0.451678913980663,0,0.492870807647705,0.831798300147057,0.697098782554417,2,1
"42",4,"01:16",2,39,31,29,11.1858678826735,0.917153537273407,0.602310464913874,0.999581730702066,0.397271265788192,0.528108806340893,0.583607941865921,0.806842088699341,0.746992020735354,2,0
"43",4,"01:18",3,68,20,17,2.92592829354313,0.904920816421509,0.449111178721062,1,0.550888821278938,0,0.386213660240173,0.818467661738396,0.686616639971049,3,0
"44",4,"02:23",14,66,15,10,-8.73710080729952,0.775491058826447,0.644750361465405,0.955000544894865,0.310250183429461,0,0.577367275953293,0.939706921577454,0.786555831837484,5,0
"45",4,"01:35",6,71,36,31,-0.646117230772125,0.931731104850769,0.715787316068246,1,0.284212683931755,0,0.676644861698151,0.961901742964983,0.849796295631778,5,0
"46",4,"01:58",7,48,22,20,3.04820561807665,0.822900474071503,0.659181703601912,0.998884801024811,0.339703097422899,0,0.609329253435135,0.859479039907455,0.769446947108686,2,0
"47",4,"00:56",5,27,23,21,0.429232299491977,0.922171950340271,0.799202795856122,0.999566430055227,0.200363634199105,0.76478737851243,0.769537255167961,0.913927979767323,NA,2,0
"48",4,"01:04",11,66,54,51,-8.20720013715432,0.903142094612122,0.441085459039212,1,0.558914540960788,0,0.360815465450287,0.827124282717705,0.700777465561855,3,0
"49",4,"02:00",1,62,6,0,6.19905629803434,0.952519536018372,0.727456836199529,0.999996964763587,0.272540128564057,0,0.695080637931824,0.969849521294236,0.849179716352444,6,0
"50",4,"01:15",3,76,26,20,-0.217920127762017,0.962291181087494,0.735461367191548,1,0.264538632808453,0,0.711800843477249,0.989922250621021,0.876498294942146,6,0
"51",4,"01:53",1,10,17,16,7.48444736528737,0.849368155002594,0.679097407772263,0.991776942860825,0.312679535088562,0.966715721552941,0.650836408138275,0.819626599550247,NA,1,1
"52",4,"01:50",1,41,14,13,17.0384849678912,0.797855317592621,0.597505456104245,0.999317116596002,0.401811660491757,0.38288406169054,0.575278580188751,0.824486657977104,0.695575242991992,1,1
"53",4,"00:54",7,75,23,17,-7.52354655646903,0.968750357627869,0.708825297884097,1,0.291174702115903,0,0.659255802631378,0.991868898272514,0.887692456198842,6,0
"54",4,"01:45",3,73,10,3,0.191530504984727,0.969369649887085,0.741348969723963,0.982482435342933,0.24113346561897,0,0.710198372602463,0.971571678295732,0.864938172672554,7,0
"55",4,"01:14",9,63,19,17,-7.6351037051641,0.867200374603271,0.484018005256547,0.999775335787523,0.515757330530976,0,0.435334324836731,0.836034372448921,0.707532356694194,2,0
"56",4,"01:45",24,47,12,10,-7.94008890856305,0.866330146789551,0.615897070119428,0.996271658495022,0.380374588375593,0,0.532557934522629,0.806034922599792,0.715170596859418,2,0
"57",4,"02:37",3,3,45,40,-7.24404798267733,0.909300863742828,0.73220234346653,0.966817461141056,0.234615117674526,0.988418451376837,0.691835701465607,0.891906015574932,NA,5,0
"58",4,"01:50",10,51,30,29,1.78614790232706,0.778083086013794,0.56644690779296,0.998203669306299,0.431756761513339,0,0.498139917850494,0.824486657977104,0.67816648724583,1,0
"59",4,"02:13",10,17,24,21,-6.43309590156862,0.882798850536346,0.73254368608574,0.965349736117923,0.232806050032183,0.91441501931738,0.724020689725876,0.864457160234451,NA,3,0
"60",4,"01:55",5,43,13,12,10.6452413970457,0.730284333229065,0.51793338398183,0.997781347285738,0.479847963303908,0,0.499828457832336,0.7789576202631,0.607077772697231,1,0
"61",4,"00:50",7,64,27,23,-8.45799866004999,0.932889521121979,0.66533233442953,0.999977680737009,0.334645346307479,0,0.623729676008224,0.962147023528814,0.87750712058854,4,0
"62",4,"01:10",13,73,17,12,-13.4232224245122,0.942973673343658,0.583745975843456,1,0.416254024156544,0,0.515530645847321,0.943145904690027,0.794925688898891,5,0
"63",4,"01:52",1,25,19,17,7.01766526501171,0.8944993019104,0.73924698348799,0.960999023519927,0.221752040031936,0.801428840819118,0.724494785070419,0.864009663462639,NA,2,0
"64",4,"01:52",11,32,16,13,-0.567567998491891,0.885894536972046,0.790416491245857,0.998522644077377,0.20810615283152,0.662560644540057,0.765963077545166,0.89680527150631,0.826402395527562,3,0
"65",4,"01:39",12,68,16,10,-5.9340926166632,0.968476593494415,0.750983862812725,1,0.249016137187275,0,0.691981971263885,0.984288807958364,0.859275819021987,6,0
"66",4,"01:49",1,69,35,30,5.57474050652182,0.912252426147461,0.645183837575756,0.9540593482097,0.308875510633944,0,0.596004724502563,0.938321772962809,0.803163617945095,5,0
"67",4,"01:55",13,40,21,16,-2.98699474484514,0.923281311988831,0.773350418761559,0.998976268811711,0.225625850050152,0.51174115674563,0.743871867656708,0.944332238286734,0.829586609804059,5,0
"68",4,"03:08",7,7,20,16,-3.3102207265876,0.831792831420898,0.72675262092847,0.95134101090718,0.224588389978711,0.978651092521706,0.696392089128494,0.831075385212898,NA,4,0
"69",4,"01:46",14,53,25,20,-5.2495289734431,0.903477013111115,0.691681986373582,0.999808927366425,0.308126940992843,0,0.638924032449722,0.9331334233284,0.795089456734552,5,0
"70",4,"02:00",1,6,26,21,0.36941314273522,0.950764358043671,0.760228596246806,0.976758595616775,0.21652999936997,0.981646470811244,0.720508605241776,0.907131493091583,NA,5,1
"71",4,"00:59",2,66,34,31,2.94503427258417,0.897251904010773,0.63405422189092,1,0.36594577810908,0,0.579588353633881,0.932490028440952,0.840957300424755,3,0
"72",4,"00:57",4,62,28,22,-3.60262664739355,0.972420275211334,0.70115053591426,0.999997821947276,0.298847286033016,0,0.666902035474777,0.988043268211186,0.879483695689724,6,0
"73",4,"00:59",1,85,28,24,5.77553075655812,0.898269951343536,0.487882566809901,1,0.512117433190099,0,0.445746660232544,0.95098327472806,0.769407924438515,4,0
"74",4,"01:33",13,45,33,31,-3.32208193103855,0.907967269420624,0.721066360772498,0.998536455549731,0.277470094777234,0,0.662541955709457,0.88091703504324,0.821282442969848,2,0
"75",4,"01:16",9,57,23,17,-6.76924573241049,0.973679006099701,0.71618594567104,0.999972651823112,0.283786706152072,0,0.67721900343895,0.981188263744116,0.86184749683157,6,0
"76",4,"01:33",26,39,31,28,-8.00788573388701,0.9299076795578,0.734314527604073,0.982242833610667,0.247928306006594,0.528108806340893,0.692290633916855,0.867382124066353,0.82526811843097,3,0
"77",4,"01:54",3,3,24,21,-0.0441543223858698,0.923216044902802,0.751367939989448,0.980627053245361,0.229259113255913,0.984252470463604,0.713217288255692,0.842672437429428,NA,3,0
"78",4,"01:11",5,82,19,17,-0.395698325382765,0.826244533061981,0.465213605110256,1,0.534786394889744,0,0.438405454158783,0.883590817451477,0.716637915152687,2,0
"79",4,"00:42",5,86,28,24,-10.5547351611303,0.907307744026184,0.381389071430229,1,0.618610928569771,0,0.352039992809296,0.947802171111107,0.762388002536678,4,0
"80",4,"00:38",4,74,21,16,-7.3792336959896,0.935048282146454,0.616228023590036,1,0.383771976409964,0,0.548567444086075,0.978103291243315,0.88012529142916,5,0
"81",4,"02:23",4,59,24,17,-2.12244483417336,0.920335829257965,0.685228511356067,0.968895721754067,0.283667210398,0,0.65822559595108,0.950084820389748,0.820046797412821,7,0
"82",4,"01:14",1,52,22,17,5.88838248962451,0.951292872428894,0.783245543189414,0.999989558728231,0.216744015538818,0,0.734835237264633,0.962663188576698,0.89033281907558,5,1
"83",4,"01:55",3,47,24,21,6.31373789580076,0.857341587543488,0.68102088813984,0.999766999168142,0.318746111028302,0,0.623446136713028,0.8557308614254,0.782717896557614,3,0
"84",4,"01:05",1,57,36,35,17.9545397374288,0.838811635971069,0.423050790455987,0.999879429859532,0.576828639403545,0,0.361796081066132,0.816186189651489,0.658620512278274,1,1
"85",4,"02:21",10,60,24,17,-5.59824826884875,0.917038321495056,0.775217189230324,0.985502915716592,0.210285726486268,0,0.755492225289345,0.974668275564909,0.885305018656302,7,0
"86",4,"01:12",16,16,17,17,-19.3265694258419,0.784740149974823,0.587379251895263,0.95370756392118,0.366328312025917,0.924390290018015,0.513338595628738,0.844089671969414,NA,0,0
"87",4,"01:54",3,11,24,21,-0.0524901223468821,0.918715178966522,0.782355698061093,0.996511966065318,0.214156268004224,0.961554515104676,0.759509801864624,0.876119390130043,NA,3,0
"88",4,"01:15",8,31,13,10,-1.34294123484479,0.943575739860535,0.788467600667732,0.999514205451502,0.21104660478377,0.684336829046842,0.764485448598862,0.894256867468357,0.876090835395925,3,0
"89",4,"01:19",18,71,13,7,-10.5714236531057,0.964500188827515,0.709800929564826,1,0.290199070435174,0,0.640034019947052,0.984651429578662,0.844437598881541,6,0
"90",4,"01:16",5,58,15,10,-0.992366059495531,0.940169632434845,0.707640112785777,0.999984669930952,0.292344557145175,0,0.657993197441101,0.95195747166872,0.844635216767278,5,0
"91",4,"02:00",3,70,14,13,8.78960366812546,0.731588304042816,0.395652191249234,1,0.604347808750766,0,0.360484957695007,0.797884419560432,0.599537605438819,1,0
"92",4,"01:49",1,1,23,21,8.67413067083666,0.940130949020386,0.7207405557684,0.967352339253418,0.246611783485018,0.991509116735351,0.646737784147263,0.784018501639366,NA,2,0
"93",4,"02:17",2,7,24,20,1.89081215437298,0.925482451915741,0.752889448563728,0.95643520072289,0.203545752159162,0.978651092521706,0.694157242774963,0.83445993065834,NA,4,1
"94",4,"02:16",16,81,29,22,-9.37189201956089,0.929159104824066,0.689308698393315,0.968370341419817,0.279061643026502,0,0.655049264431,0.962182089686394,0.820584628606838,7,0
"95",4,"00:54",1,42,26,24,8.86943521790087,0.931617558002472,0.650580243379648,0.99975426790356,0.349174024523913,0.470350182880967,0.615768820047379,0.864364594221115,0.793038325457911,2,0
"96",4,"00:54",6,47,26,24,-1.93604083098516,0.926176965236664,0.622717711598379,0.999799665383157,0.377081953784778,0,0.514172405004501,0.864364594221115,0.787826489041398,2,0
"97",4,"01:36",8,81,20,14,-6.6023373679567,0.956972658634186,0.569714135835599,0.982308880350463,0.412594744514864,0,0.547006189823151,0.971223510801792,0.771796596392541,6,0
"98",4,"01:37",11,99,21,17,-11.6511201156358,0.874552667140961,0.286260494650183,1,0.713739505349817,0,0.332934737205505,0.880643129348755,0.572517380002803,4,0
"99",4,"01:14",4,36,24,21,5.3950383121307,0.908181011676788,0.695707137901298,0.999592149722625,0.303885011821327,0.650731970746597,0.662358641624451,0.867319166660309,0.794021932211543,3,0
"100",4,"01:14",1,54,30,28,11.7002695510413,0.864944756031036,0.60010244797057,0.999912541366902,0.399810093396332,0,0.515309572219849,0.860817834734917,0.761130440165574,2,1
"101",4,"02:04",3,43,15,9,3.62189001067902,0.943179905414581,0.742148333303759,0.974270740925682,0.232122407621923,0,0.729802668094635,0.946617189794779,0.828915678910726,6,1
"102",4,"00:54",4,87,13,9,-5.37823730346335,0.903146684169769,0.388972059101601,1,0.611027940898399,0,0.361331701278687,0.941905479878187,0.725861627409226,4,0
"103",4,"01:08",1,30,24,20,6.3107161267231,0.952643811702728,0.746838806308639,0.99970118408172,0.252862377773081,0.705362308984122,0.727184116840363,0.914293117821217,NA,4,0
"104",4,"01:53",10,66,16,13,-5.8794026922998,0.832464575767517,0.619138480001843,1,0.380861519998157,0,0.563232779502869,0.885117597877979,0.779595384152563,3,0
"105",4,"00:44",2,72,19,13,-2.67160593296785,0.969259321689606,0.693175238101711,1,0.306824761898289,0,0.618419617414474,0.991846404969692,0.889301194109245,6,0
"106",4,"02:00",7,87,24,17,-2.39951172910686,0.947246968746185,0.705838151827481,0.977546244818861,0.27170809299138,0,0.687682628631592,0.97534847073257,0.840618711075427,7,0
"107",4,"02:21",20,90,17,10,-8.78776966352199,0.836838603019714,0.762282770453018,0.983398740221455,0.221115969768437,0,0.733346104621887,0.979593524709344,0.867726911410821,7,0
"108",4,"01:30",9,97,27,22,-8.54206871958693,0.914228737354279,0.49611428083647,1,0.50388571916353,0,0.500323086977005,0.953078646212816,0.733492633777508,5,0
"109",4,"01:13",10,62,34,31,-4.6044858245719,0.889289081096649,0.62143406509412,0.99997980871359,0.37854574361947,0,0.575338572263718,0.890258498489857,0.779228295635506,3,0
"110",4,"02:00",7,32,17,12,-4.09710010012478,0.919407188892365,0.717983625828492,0.966540592578408,0.248556966749915,0.662560644540057,0.685212910175323,0.91975998878479,0.753779348198899,5,0
"111",4,"00:48",8,75,22,18,-12.22357826142,0.926990628242493,0.544306471560205,1,0.455693528439795,0,0.482721507549286,0.958384208381176,0.821756883413202,4,0
"112",4,"02:06",3,8,23,20,0.338951678974164,0.899368524551392,0.753870641768509,0.973319185309526,0.219448543541017,0.975202909844828,0.72475478053093,0.864274695515633,NA,3,0
"113",4,"01:17",10,38,19,14,-1.42120471742534,0.962343096733093,0.734585158388175,0.999414018213914,0.264828859825739,0.460112338818945,0.700723201036453,0.927673697471619,0.815290140876975,5,0
